source_id,period_days,transit_depth_ppm,planet_radius_re,stellar_radius_rs,snr,epoch,label_raw,mission,label_coarse,label_binary
K04496.01,96.384483,591.0,2.41,1.0,10.4,144.86825,CANDIDATE,KEPLER,CANDIDATE,0
K07681.01,6.05552018,134.6,0.92,0.805,9.8,131.59851,CANDIDATE,KEPLER,CANDIDATE,0
K00701.05,12.4418003,78.4,0.59,0.662,11.4,134.6507,CONFIRMED,KEPLER,CONFIRMED,1
K04563.01,54.333582,152.0,1.7,1.221,10.5,144.7536,CANDIDATE,KEPLER,CANDIDATE,0
K03165.01,4.11754421,34.3,1.02,1.726,22.1,132.79189,CANDIDATE,KEPLER,CANDIDATE,0
K04564.01,293.60581,165.3,1.37,1.064,8.4,373.1896,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04565.01,2.78801663,29.9,0.91,2.206,21.8,132.5612,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04566.01,3.94660745,309.4,1.4,0.806,12.7,132.24892,CONFIRMED,KEPLER,CONFIRMED,1
K04635.01,4.99473798,99.5,0.82,0.819,17.5,136.1785,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04636.01,122.749053,1041.2,6.13,0.976,15.0,170.9953,CANDIDATE,KEPLER,CANDIDATE,0
K04637.01,4.37992345,29.9,0.81,1.918,13.9,133.99121,CANDIDATE,KEPLER,CANDIDATE,0
K04638.01,368.48518,301.8,1.98,1.096,13.7,174.9473,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04639.01,169.894419,178.7,2.66,1.961,6.3,201.4552,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04707.01,26.190289,51.8,1.05,1.441,9.3,143.22089,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04708.01,203.511886,167.1,2.07,1.565,9.3,329.4945,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04709.01,3.70858595,305.4,1.33,0.771,11.3,134.47308,CANDIDATE,KEPLER,CANDIDATE,0
K04710.01,9.4527721,197.3,1.3,0.857,11.3,135.7805,CANDIDATE,KEPLER,CANDIDATE,0
K04711.01,4.3638313,194.1,1.08,0.763,10.3,135.33772,CANDIDATE,KEPLER,CANDIDATE,0
K03158.03,6.18943952,83.2,0.65,0.721,26.8,134.78,CONFIRMED,KEPLER,CONFIRMED,1
K04497.01,6.83006228,187.4,1.09,0.8,12.1,135.76099,CANDIDATE,KEPLER,CANDIDATE,0
K04498.01,17.1622587,312.2,22.42,0.939,11.7,148.6441,CANDIDATE,KEPLER,CANDIDATE,0
K04499.01,5.19898615,136.8,1.04,0.867,11.5,133.05317,CANDIDATE,KEPLER,CANDIDATE,0
K04500.01,8.70179611,304.1,1.37,0.8,11.8,138.24633,CONFIRMED,KEPLER,CONFIRMED,1
K04567.01,14.74426,113.6,8.1,0.987,11.9,135.04,CANDIDATE,KEPLER,CANDIDATE,0
K04568.01,0.933747395,30.9,1.24,2.174,26.7,131.51671,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K07682.01,58.873429,226470.0,76.18,1.568,106.8,153.9076,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04569.01,14.1166583,449.3,179.36239999999793,2.238,5.9,136.3632,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04570.01,35.0175053,292.0,2.13,1.123,12.8,139.8496,CANDIDATE,KEPLER,CANDIDATE,0
K04571.01,47.3128645,217.4,3.71,1.876,17.6,146.3073,CONFIRMED,KEPLER,CONFIRMED,1
K04639.02,29.6990126,93.3,1.93,1.961,7.4,135.6251,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04640.01,6.1082945,61.1,1.06,1.289,10.8,131.8756,CONFIRMED,KEPLER,CONFIRMED,1
K04641.01,119.72007,115.6,1.26,1.176,9.0,175.8762,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04642.01,1.27839331,29.9,0.86,1.918,15.2,132.0902,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K03184.01,7.545922037,29.9,0.68,1.376,13.4,134.4902954,CONFIRMED,KEPLER,CONFIRMED,1
K04722.01,0.58675746,143.8,19.91,0.938,18.4,131.75424,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K03197.01,22.599501,76.9,0.96,1.087,5.0,152.9112,CANDIDATE,KEPLER,CANDIDATE,0
K04723.01,373.74856,797.8,4.45,1.137,12.6,305.2558,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04724.01,20.8822079,1107.0,3.63,1.0,11.0,151.6953,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04725.01,7.28171395,111.6,2.59,1.806,14.4,137.30085,CONFIRMED,KEPLER,CONFIRMED,1
K04726.01,8.0386699,142.0,1.18,0.975,11.6,135.3098,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04500.02,44.9851885,617.8,2.09,0.8,12.7,150.5703,CONFIRMED,KEPLER,CONFIRMED,1
K04501.01,6.67410577,160.9,1.62,1.041,12.6,136.9407,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04502.01,374.92478,610.0,1.67,0.69,6.0,265.3585,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04503.01,5.89089509,267.7,1.54,0.942,11.7,132.43645,CANDIDATE,KEPLER,CANDIDATE,0
K04504.01,4.13029832,325.3,1.44,0.81,8.7,133.5272,CANDIDATE,KEPLER,CANDIDATE,0
K04572.01,4.60690612,137.5,0.9,0.775,13.3,135.19221,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04573.01,1.50178705,86.7,0.93,0.987,13.4,131.56426,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K03167.01,0.499664962,34.3,0.59,0.855,31.6,131.62724,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04574.01,17.4453935,501.7,32.01,1.063,16.4,135.7609,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04575.01,201.325036,125.4,1.98,1.699,14.2,174.7724,CANDIDATE,KEPLER,CANDIDATE,0
K04643.01,5.59346375,236.5,1.43,0.933,9.5,131.50752,CANDIDATE,KEPLER,CANDIDATE,0
K04644.01,3.44928111,237.0,1.23,0.781,9.7,133.38221,CANDIDATE,KEPLER,CANDIDATE,0
K04645.01,1.4725859,84.4,0.93,0.999,13.3,132.92731,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04646.01,2.97607935,130.4,1.1,0.865,14.1,132.953,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04647.01,37.9043889,98.2,1.97,1.964,13.9,163.7386,CANDIDATE,KEPLER,CANDIDATE,0
K04712.01,1.44438449,75.4,1.08,1.213,10.8,132.75645,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K03196.02,6.88297756,30.4,0.77,1.298,13.2,134.16424,CANDIDATE,KEPLER,CANDIDATE,0
K04713.01,8.7963166,96.5,1.36,1.0,11.9,134.3262,CANDIDATE,KEPLER,CANDIDATE,0
K04714.01,2.049602348,186.1,1.08,0.78,11.3,132.32639,CANDIDATE,KEPLER,CANDIDATE,0
K04715.01,53.285584,158.6,1.44,1.057,11.0,172.297,CANDIDATE,KEPLER,CANDIDATE,0
K04716.01,5.8943338,29.9,0.61,1.145,10.7,134.10692,CANDIDATE,KEPLER,CANDIDATE,0
K04504.02,8.119343,350.4,1.5,0.81,8.2,135.1862,CANDIDATE,KEPLER,CANDIDATE,0
K03158.04,7.74347801,77.8,0.62,0.721,24.4,135.09417,CONFIRMED,KEPLER,CONFIRMED,1
K04505.01,18.0071438,80.8,1.05,1.167,13.1,138.31266,CANDIDATE,KEPLER,CANDIDATE,0
K04506.01,5.60473115,210.0,1.11,0.777,11.9,131.62861,CONFIRMED,KEPLER,CONFIRMED,1
K04507.01,132.778041,9036.0,10.38,1.0,10.6,188.4972,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04508.01,2.49915311,179.2,1.02,0.72,13.4,133.08978,CANDIDATE,KEPLER,CANDIDATE,0
K04576.01,184.568,409.9,1.53,0.75,10.2,173.6314,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04577.01,105.997107,430.8,1.83,0.831,10.9,144.41965,CANDIDATE,KEPLER,CANDIDATE,0
K04578.01,2.48882685,80.2,1.05,1.092,14.2,132.12332,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04579.01,367.19796,146.1,1.08,0.889,10.7,134.1748,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04580.01,6.30432354,40.0,1.23,1.836,10.7,137.29688,CANDIDATE,KEPLER,CANDIDATE,0
K04648.01,17.6604653,309.2,1.76,0.94,11.3,137.3914,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04649.01,3.38419892,228.2,1.2,0.795,11.5,131.9355,CANDIDATE,KEPLER,CANDIDATE,0
K04650.01,1.69999106,95.6,0.59,0.554,10.6,131.6296,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04651.01,1.19260017,58.0,0.77,1.013,11.7,132.66994,CANDIDATE,KEPLER,CANDIDATE,0
K04652.01,4.2059745,41.2,0.75,1.163,7.7,132.2828,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04717.01,216.456055,1002.8,3.61,1.155,14.2,175.3753,CANDIDATE,KEPLER,CANDIDATE,0
K04718.01,0.566803216,29.9,0.59,1.182,15.5,131.80982,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04719.01,365.13981,531.0,1.86,0.815,7.9,156.6413,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04720.01,37.809539,487.4,1.79,0.82,9.7,158.4002,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04721.01,381.18654,985.0,2.29,0.734,9.0,136.2434,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04509.01,12.003678,281.7,0.97,0.594,12.0,134.71007,CANDIDATE,KEPLER,CANDIDATE,0
K04510.01,5.17624997,78.7,1.31,1.497,13.4,133.7381,CONFIRMED,KEPLER,CONFIRMED,1
K04511.01,370.62071,344.3,2.12,1.136,10.5,311.1842,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04512.01,0.589458602,158.4,0.98,0.776,17.3,131.82156,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04513.01,3.91794676,116.5,0.94,0.87,13.5,132.86384,CONFIRMED,KEPLER,CONFIRMED,1
K04581.01,6.0059966,39.2,0.73,1.16,7.8,133.404,CANDIDATE,KEPLER,CANDIDATE,0
K04582.01,4.22426989,29.9,0.59,0.883,11.0,132.3611,CANDIDATE,KEPLER,CANDIDATE,0
K04583.01,330.906041,740.0,2.05,0.769,7.3,253.8224,CANDIDATE,KEPLER,CANDIDATE,0
K03168.01,56.3479517,43.6,1.06,1.471,15.1,163.3795,CANDIDATE,KEPLER,CANDIDATE,0
K04584.01,0.614701901,131.6,0.82,0.724,11.2,132.08465,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K03185.01,0.934181579,29.9,0.79,2.152,19.8,132.39492,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04653.01,19.9778599,83.4,1.07,1.162,12.8,135.165,CANDIDATE,KEPLER,CANDIDATE,0
K04654.01,379.65261,82.3,1.2,1.302,8.0,284.965,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04655.01,17.543847,196.3,1.15,0.791,9.9,138.9151,CANDIDATE,KEPLER,CANDIDATE,0
K04656.01,3.8183717,50.8,1.39,1.692,11.8,133.90812,CANDIDATE,KEPLER,CANDIDATE,0
K04727.01,1.215181097,39.7,0.87,1.365,11.8,131.50904,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04728.01,21.5324915,100.5,1.47,1.41,12.1,131.87749,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04729.01,3.74779583,88.5,1.06,1.111,14.4,134.2022,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04730.01,9.07829171,530.9,3.69,1.611,7.0,138.25933,CANDIDATE,KEPLER,CANDIDATE,0
K04731.01,0.91842238,162.9,16.07,0.74,12.9,131.5859,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04514.01,373.43233,166.7,1.48,1.141,12.9,297.3505,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K03158.05,9.74048508,121.4,0.95,0.721,25.8,134.87916,CONFIRMED,KEPLER,CONFIRMED,1
K04515.01,397.73781,460.8,2.2,1.02,8.8,171.6552,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04516.01,5.35745121,78.2,1.65,1.86,16.4,131.62784,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04517.01,2.16132662,112.2,0.59,0.43,25.3,131.90236,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K07693.01,6.41097179,233.5,1.4,0.933,8.5,132.9844,CANDIDATE,KEPLER,CANDIDATE,0
K04585.01,6.76289308,50.9,1.21,1.63,14.6,135.6771,CONFIRMED,KEPLER,CONFIRMED,1
K04586.01,75.2116373,362.6,2.83,1.5,13.1,202.30222,CANDIDATE,KEPLER,CANDIDATE,0
K04587.01,6.36283414,159.4,1.12,0.883,9.9,131.8069,CANDIDATE,KEPLER,CANDIDATE,0
K04588.01,7.53737498,41.1,0.93,1.436,11.3,135.80956,CANDIDATE,KEPLER,CANDIDATE,0
K04589.01,1.09844642,45.0,1.73,2.391,15.1,132.4402,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K07675.01,25.94947,238.3,1.22,0.748,8.2,148.9734,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04657.01,7.57600886,49.0,0.59,0.774,12.5,135.6293,CANDIDATE,KEPLER,CANDIDATE,0
K04658.01,1.8789138,30.2,1.9,3.339,17.8,133.06338,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04659.01,41.8681996,150.7,1.25,0.837,12.5,146.9767,CONFIRMED,KEPLER,CONFIRMED,1
K04660.01,0.514771509,43.4,0.59,0.87,12.0,131.94435,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04661.01,8.61742738,154.9,1.01,0.84,11.3,133.50863,CONFIRMED,KEPLER,CONFIRMED,1
K04448.01,35.945188,72.6,1.5,1.744,5.0,146.6937,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04449.01,5.00749378,56.6,1.68,2.243,14.7,134.69035,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04450.01,196.436796,631.9,2.33,0.946,14.4,173.692,CONFIRMED,KEPLER,CONFIRMED,1
K04451.01,8.8303681,296.2,1.32,0.706,10.9,134.80059,CANDIDATE,KEPLER,CANDIDATE,0
K04452.01,12.85755895,106.5,1.23,1.156,14.2,141.85597,CANDIDATE,KEPLER,CANDIDATE,0
K04518.01,0.566810643,45.6,0.59,0.758,17.2,131.80277,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K07685.02,33.502923,70.9,1.08,1.177,12.5,158.6469,CANDIDATE,KEPLER,CANDIDATE,0
K04519.01,148.568877,404.4,5.97,2.985,11.6,139.60402,CANDIDATE,KEPLER,CANDIDATE,0
K04520.01,9.3335486,71.2,1.69,1.863,11.7,137.6177,CANDIDATE,KEPLER,CANDIDATE,0
K04521.01,262.477098,1016.0,1.92,0.62,9.7,173.1293,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04522.01,2.21030572,92.0,1.06,1.09,11.4,133.57674,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04590.01,9.54060855,462.0,1.75,0.831,11.2,131.91276,CANDIDATE,KEPLER,CANDIDATE,0
K07694.01,5.99321872,203.2,1.23,0.868,9.5,133.6359,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04591.01,1.80926734,98.0,0.89,0.891,10.9,132.6883,CANDIDATE,KEPLER,CANDIDATE,0
K04592.01,0.70544189,133.5,1.04,0.897,13.9,131.6954,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04593.01,0.981399749,158.3,1.21,0.898,16.2,132.12493,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K00750.02,5.04413987,172.0,1.18,0.828,10.2,132.51986,CANDIDATE,KEPLER,CANDIDATE,0
K04662.01,0.933728755,29.9,0.72,1.863,17.9,131.54241,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K03188.01,12.607591424,79.5,1.61,1.002,41.6,136.8554856,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K07676.01,5.3694084,40.0,0.62,0.869,8.0,133.8117,CANDIDATE,KEPLER,CANDIDATE,0
K04663.01,5.65690281,32.2,0.74,1.32,10.4,131.5761,CANDIDATE,KEPLER,CANDIDATE,0
K04664.01,0.734573766,68.4,0.86,1.051,11.4,131.59872,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04665.01,289.86046,234.5,1.5,0.971,10.3,258.5572,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04453.01,357.13089,330.5,1.62,0.897,11.8,157.7985,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04454.01,370.50684,418.6,2.06,0.999,8.8,150.8212,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04455.01,1.332580225,46.3,2.18,3.096,16.4,132.03999,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04456.01,7.4299322,164.9,1.81,1.252,9.8,138.7701,CANDIDATE,KEPLER,CANDIDATE,0
K04457.01,79.334347,164.9,1.56,1.15,14.6,144.0233,CANDIDATE,KEPLER,CANDIDATE,0
K04523.01,5.68251605,81.2,1.03,1.157,9.4,131.6745,CANDIDATE,KEPLER,CANDIDATE,0
K04524.01,7.99144696,145.0,1.53,1.006,12.8,136.25855,CONFIRMED,KEPLER,CONFIRMED,1
K03159.01,2.9039446,29.9,1.17,3.05,32.0,133.8526,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K07686.01,68.538296,1087.0,25.77,8.123,11.3,186.21716,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04524.02,4.52628739,99.6,1.02,1.006,12.5,134.32065,CANDIDATE,KEPLER,CANDIDATE,0
K04525.01,369.7985,1106.4,2.53,0.757,11.1,173.3282,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K03172.02,6.5588346,41.2,0.7,1.0,8.1,133.8215,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04594.01,0.643007769,68.1,0.59,0.421,10.3,131.68588,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04595.01,0.597018404,245.4,1.09,0.63,16.5,131.71277,CANDIDATE,KEPLER,CANDIDATE,0
K04596.01,1.061937837,52.0,0.68,0.941,16.3,131.7269,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04597.01,4.82025124,94.1,0.78,0.777,8.5,134.81355,CANDIDATE,KEPLER,CANDIDATE,0
K04666.01,12.4019263,211.1,1.49,0.832,9.5,141.1769,CANDIDATE,KEPLER,CANDIDATE,0
K04667.01,152.823896,456.2,2.45,1.137,9.9,147.5443,CANDIDATE,KEPLER,CANDIDATE,0
K04668.01,15.07277287,345.0,1.73,0.771,13.0,143.96955,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04669.01,1.71659304,138.0,1.17,0.987,9.5,131.6976,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04670.01,6.80899076,1192.0,89.29,0.854,11.5,132.19078,CANDIDATE,KEPLER,CANDIDATE,0
K03061.02,77.915425,178.8,1.17,0.874,9.2,160.9193,CANDIDATE,KEPLER,CANDIDATE,0
K04458.01,358.818895,666.1,2.66,0.918,11.5,416.5775,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04459.01,181.3537,455.0,2.11,0.951,11.7,190.4847,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04460.01,284.727213,355.3,2.02,1.08,12.7,142.0923,CANDIDATE,KEPLER,CANDIDATE,0
K04461.01,3.74786694,80.9,0.89,0.971,19.1,134.17739,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04526.01,30.5392931,428.2,2.72,1.328,15.0,156.7026,CANDIDATE,KEPLER,CANDIDATE,0
K07683.01,0.913244995,47.8,0.77,1.049,10.2,132.18552,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04527.01,2.97599368,55.0,0.79,1.055,13.0,132.9759,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04528.01,8.31224474,70.8,10.63,0.816,12.2,139.67706,CANDIDATE,KEPLER,CANDIDATE,0
K04529.01,0.584148495,66.2,0.87,1.031,21.9,131.84461,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04530.01,12.6362048,124.0,1.1,0.992,11.5,134.4588,CANDIDATE,KEPLER,CANDIDATE,0
K04598.01,0.824180121,208.1,17.8,0.883,39.7,132.10276,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04599.01,0.579770948,467.9,2.4,0.854,44.3,132.081304,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K07687.01,23.266633,49.9,2.66,3.775,11.4,132.4386,CANDIDATE,KEPLER,CANDIDATE,0
K04600.01,0.92225589,33.0,1.29,1.485,7.1,131.8088,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04601.01,7.94004281,81.9,0.98,1.081,10.7,135.4315,CANDIDATE,KEPLER,CANDIDATE,0
K04602.01,2.85855049,85.4,1.23,0.964,11.4,132.28415,CANDIDATE,KEPLER,CANDIDATE,0
K04671.01,0.75499096,215.8,1.39,0.946,9.9,131.8315,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04672.01,353.40191,948.0,2.35,0.763,9.1,403.2834,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K03190.01,8.95294046,44.0,0.86,1.207,13.0,134.33731,CANDIDATE,KEPLER,CANDIDATE,0
K04673.01,1.428596987,50.0,1.62,2.144,26.1,132.79165,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04674.01,4.84350003,50.2,0.9,1.056,10.4,134.81488,CANDIDATE,KEPLER,CANDIDATE,0
K04462.01,45.163025,130.3,2.35,2.015,8.7,159.8536,CANDIDATE,KEPLER,CANDIDATE,0
K04463.01,36.7614011,160.9,1.52,0.823,16.2,137.7551,CANDIDATE,KEPLER,CANDIDATE,0
K04464.01,4.373570433,366.0,1.23,0.64,14.5,133.82814,CANDIDATE,KEPLER,CANDIDATE,0
K04465.01,2.21701025,29.9,1.16,2.092,11.7,131.80305,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K07677.01,43.0759115,3452.0,179.36239999999793,5.915,323.1,160.13883,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04466.01,154.674369,435.8,2.29,1.002,13.5,177.3621,CANDIDATE,KEPLER,CANDIDATE,0
K04531.01,372.62637,542.0,2.38,0.993,11.9,307.8836,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04532.01,1.02087831,33.4,0.64,1.106,9.9,131.66089,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04533.01,1.26132769,109.7,0.59,0.29626598,9.9,132.4274,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K03161.01,6.09406648,3027.0,54.54,1.666,19.0,133.65981,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04534.01,1.1578141,54.8,1.24,1.629,27.8,132.43684,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04603.01,15.9513866,99.2,1.17,1.168,9.2,146.45425,CANDIDATE,KEPLER,CANDIDATE,0
K03174.01,0.566800926,264.5,2.19,1.0,63.2,131.81666,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04604.01,24.1876477,194.8,118.8,1.31,11.4,145.8464,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04605.01,7.7859111,45.5,0.68,0.954,12.0,137.8734,CANDIDATE,KEPLER,CANDIDATE,0
K04606.01,2.44926655,108.2,0.76,0.749,10.7,132.82121,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04675.01,2.17812826,100.8,0.81,0.805,10.4,132.03068,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04676.01,31.183688,139.8,3.21,2.407,7.9,155.9588,CANDIDATE,KEPLER,CANDIDATE,0
K04677.01,1.33259494,92.7,0.89,0.918,7.8,132.0286,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04678.01,2.05048377,60.5,0.66,0.854,14.3,133.2849,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04679.01,1.19550618,29.9,0.78,1.463,13.3,132.3006,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04467.01,2.94242323,293.3,1.42,0.819,14.7,133.86084,CANDIDATE,KEPLER,CANDIDATE,0
K03157.01,0.683082998,143.3,9.92,7.762,26.1,131.73271,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04468.01,0.791771167,509.2,82.71,3.07,82.4,131.523083,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04469.01,0.894172544,86.2,0.68,0.736,16.9,131.51006,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04470.01,1.68207624,54.7,1.01,1.311,11.1,132.12513,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04535.01,9.8480917,141.9,0.88,0.748,9.7,136.80247,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04536.01,0.566800593,29.9,0.59,1.353,10.4,131.8233,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04537.01,0.969602551,111.0,0.69,0.66,10.4,131.93121,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K07678.01,13.0914878,37.5,0.79,1.288,8.0,143.75198,CANDIDATE,KEPLER,CANDIDATE,0
K04538.01,9.25801294,88.1,1.73,1.834,12.9,132.88335,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04539.01,25.9554044,122.7,1.46,1.038,11.6,148.7989,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04607.01,3.74788208,153.4,0.94,0.777,13.6,134.1709,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04608.01,0.93479255,247.5,24.75,1.053,78.3,131.88578,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04609.01,361.43653,271.9,1.56,0.938,10.8,421.747,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04610.01,0.89628253,86.4,0.76,0.818,13.0,131.54972,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04611.01,1.67495622,35.9,0.77,1.263,15.3,131.8099,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04680.01,54.0812235,411.1,1.54,0.762,11.6,145.2689,CANDIDATE,KEPLER,CANDIDATE,0
K04681.01,8.2344072,59.2,1.49,1.741,11.5,137.4733,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04682.01,2.15052332,115.5,1.17,1.0,11.0,132.3132,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K03193.01,32.6122381,1321.4,31.96,1.0,19.6,144.55067,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04683.01,0.967073359,773.5,28.15,1.022,92.4,131.604602,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04684.01,3.5564279,131.4,0.8,0.694,12.3,133.5377,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04471.01,0.942997994,539.2,1.56,0.693,29.2,132.24469,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04472.01,0.566796775,144.1,0.61,0.358,32.2,131.83811,FALSE POSITIVE,KEPLER,FALSE POSITIVE,0
K04473.01,13.6471211,75.0,1.25,1.382,14.7,132.2552,CONFIRMED,KEPLER,CONFIRMED,1
K04474.01,16.473474,470.5,1.63,0.754,13.0,142.68604,CONFIRMED,KEPLER,CONFIRMED,1
