z_period_days,z_transit_depth_ppm,z_planet_radius_re,z_stellar_radius_rs,z_snr,label_binary,label_coarse,mission
-0.06971710280777078,-0.18115790623733843,-0.2647517832724092,-0.47646735525732425,-0.027754686800657676,1,CONFIRMED,KEPLER
-0.3493265995332879,0.04195670823625071,-0.03826941713761041,-0.40378795711081594,0.39588989115295914,0,FALSE POSITIVE,KEPLER
-0.2944569085046908,0.613295103926585,0.1705802388309844,-0.47287824917601523,3.1647831875064485,0,FALSE POSITIVE,KEPLER
-0.34884679233803956,-0.23356309696902305,0.7124921979389892,-0.42980897620030656,-0.027754686800657676,0,FALSE POSITIVE,KEPLER
-0.14798180460574162,-0.2158026599864425,-0.21028630075902335,0.03228843176823336,0.2785760919233204,1,CONFIRMED,KEPLER
-0.25421553995285656,-0.27255444713249216,-0.39954405654294695,0.03228843176823336,-0.1676683422741849,1,CONFIRMED,KEPLER
-0.32637498261277664,-0.2769470498595726,-0.4285400688162603,0.03228843176823336,-0.1964317956754974,1,CONFIRMED,KEPLER
-0.3678155642863147,-0.2803295139813818,-0.4559687290748,0.03228843176823336,-0.2276606879397795,1,CONFIRMED,KEPLER
-0.3567109925800701,-0.2802415019048829,-0.4594952711080408,0.04843940913412409,-0.16499745017263442,1,CONFIRMED,KEPLER
0.12517352525232714,-0.2752408157401739,-0.41482573868699046,0.03228843176823336,-0.22868795413268353,1,CONFIRMED,KEPLER
-0.269206794330243,-0.26189898505273024,-0.42736455480518004,-0.5312012229972872,-0.1680792487513465,1,CONFIRMED,KEPLER
0.18411275573593266,-0.26539146427016297,-0.4265808787977932,-0.5312012229972872,-0.22560615555397148,1,CONFIRMED,KEPLER
-0.3648259641808408,-0.25728235158547086,0.14902914862784605,-0.5805514316152867,-0.16479199693405364,0,FALSE POSITIVE,KEPLER
-0.30804492790574367,-0.2651374294129958,-0.4312829348421143,-0.5105638630297602,-0.18965183880233086,1,CONFIRMED,KEPLER
-0.3468780231083693,-0.27481075673000893,-0.4614544611265079,-0.5105638630297602,-0.22170254402093623,1,CONFIRMED,KEPLER
-0.33958991964735413,-0.16174524254593806,0.9824685824837581,-0.3230330702813624,0.2855615020350677,0,FALSE POSITIVE,KEPLER
-0.28181574618516775,-0.08726102225983023,-0.1965719706297535,-0.49800199174517845,0.722355087257856,1,CONFIRMED,KEPLER
-0.34240236993045076,-0.2063953691733919,-0.30824580168237925,-0.42263076403768846,-0.06411991002945991,1,CONFIRMED,KEPLER
-0.3507796335444773,-0.27243443066453915,-0.4152175766906839,-0.35802685457412564,-0.19478816976685095,1,CONFIRMED,KEPLER
-0.30549186773906595,-0.2621570204588292,-0.40150324656141406,-0.46839186657437887,-0.15677932062940228,1,CONFIRMED,KEPLER
-0.24133996155475235,-0.2696960549207445,-0.40150324656141406,-0.46839186657437887,-0.21574440010209292,1,CONFIRMED,KEPLER
-0.3223922147147999,-0.2695280318656103,-0.43363396286427486,-0.47646735525732425,-0.21759347924932015,1,CONFIRMED,KEPLER
-0.2594702863729215,-0.2596566773764747,-0.4289319068199537,-0.5940105794201955,-0.16027202568527596,1,CONFIRMED,KEPLER
-0.021439455922469437,-0.25136753998985306,-0.41600125269807076,-0.5940105794201955,-0.16232655807108398,1,CONFIRMED,KEPLER
-0.34640997948408847,-0.225091934606006,-0.2761150853795185,-0.19113342179325482,0.22577460960805387,1,CONFIRMED,KEPLER
-0.35130924020277166,-0.24223628705309438,-0.34899695406649534,-0.332005835484635,-0.030014672425046532,1,CONFIRMED,KEPLER
-0.22264944511593557,-0.258894572804973,-0.37250723428810073,-0.32393034680168964,-0.11527776643608,1,CONFIRMED,KEPLER
-0.10563304632212307,0.2252418575451655,0.022857311438563697,-0.5051802039077966,1.2684497954056317,1,CONFIRMED,KEPLER
0.4353628088352383,-0.21054593869010038,-0.22204144086982608,-0.09871394019954684,0.062028378459153474,1,CONFIRMED,KEPLER
-0.3568492576434308,-0.1954918730598604,0.5314630402326276,-0.5778596020543049,-0.017687478110198322,0,FALSE POSITIVE,KEPLER
-0.13432509163946094,-0.27725509212731864,-0.42971558282734057,-0.027829095093693162,-0.14116487449726123,1,CONFIRMED,KEPLER
-0.28355871956201667,-0.2676337719464185,-0.42266249876085893,-0.3858424267042707,-0.16746288903560408,1,CONFIRMED,KEPLER
-0.22514277018292064,-0.25379587319143576,-0.3752501003139547,-0.46839186657437887,-0.13993215506577641,1,CONFIRMED,KEPLER
2.016876582324377,0.1317090235204481,-0.10449003976179898,-0.6200315985096861,0.2898760200452646,0,CANDIDATE,KEPLER
-0.31276892700925696,-0.26017274818867264,-0.4191359567276181,-0.503385650867142,-0.15965566596953354,1,CONFIRMED,KEPLER
-0.019296035350798546,-0.2511915158368553,-0.40071957055402724,-0.503385650867142,-0.17506465886309383,1,CONFIRMED,KEPLER
-0.2111176004577571,-0.26639760232650245,-0.4285400688162603,-0.503385650867142,-0.22211345049809783,1,CONFIRMED,KEPLER
0.18236072630693362,-0.2501233692720734,-0.44342991295661044,-0.7689795008840117,-0.21225169504621924,1,CONFIRMED,KEPLER
0.03302671136378949,0.1741948531758159,-0.07353483747001847,-0.5392767116802326,1.596558617419175,1,CONFIRMED,KEPLER
0.016109258938829606,0.02097382908913168,0.03735531757522041,-0.3445677067692167,0.8842522392595292,0,CANDIDATE,KEPLER
-0.33086258928446366,-0.2644833396626518,-0.42266249876085893,-0.46839186657437887,-0.1465066587003621,1,CONFIRMED,KEPLER
0.11229927087989125,-0.24971931382996493,-0.19813932264452724,0.6361555299484809,0.4622512872145587,1,CONFIRMED,KEPLER
-0.18496473537484184,-0.2742226760370391,-0.43010742083103404,-0.46839186657437887,-0.24656238588921345,1,CONFIRMED,KEPLER
-0.25037583441996014,-0.16797409723269963,0.2258293973517571,-0.39930157450917964,0.10969352980989987,0,CANDIDATE,KEPLER
-0.2826616735658419,-0.2594486488320228,-0.4152175766906839,-0.4899265030622331,-0.16232655807108398,0,FALSE POSITIVE,KEPLER
-0.36632017821433205,-0.27633096532408047,-0.46419732715236184,-0.482748290899615,-0.20547173817305273,1,CONFIRMED,KEPLER
-0.32947510281200737,0.3775227526328845,0.05342067572665071,-0.48633739698092404,3.0811637194040618,0,FALSE POSITIVE,KEPLER
-0.35683470369881726,-0.2670216879598581,-0.41678492870545764,-0.36610234325707103,-0.13541218381699874,1,CONFIRMED,KEPLER
-0.3451727683549551,-0.25956466475104406,-0.3975848665244799,-0.3777669380213253,-0.09165064399928759,1,CONFIRMED,KEPLER
-0.18471691308523985,-0.2658275241037256,-0.41404206267960364,-0.3777669380213253,-0.1908845582338157,1,CONFIRMED,KEPLER
-0.28955324276779953,-0.2712642701019973,-0.41482573868699046,-0.3777669380213253,-0.2251952490768099,1,CONFIRMED,KEPLER
0.824285612671192,-0.1340174378998595,-0.16757595835644015,-0.2566346077771449,0.19064210581073648,0,CANDIDATE,KEPLER
1.551182967501415,-0.2598106985103477,-0.214596518799651,0.6361555299484809,0.017650478925699924,1,CONFIRMED,KEPLER
-0.35996185438111233,-0.2623590481798835,-0.3482132780591085,-0.2934229451105628,-0.14876664432475098,0,FALSE POSITIVE,KEPLER
-0.11953060417580937,-0.2457727723087766,-0.36623782622900597,-0.3759723849806708,-0.08774703246625232,1,CONFIRMED,KEPLER
0.136319095438369,-0.2097518297271446,-0.3035437456380582,-0.3759723849806708,0.05093390357579007,1,CONFIRMED,KEPLER
-0.3289579599076239,-0.2685999045134403,-0.42422985077563263,-0.3759723849806708,-0.14671211193894293,1,CONFIRMED,KEPLER
-0.364837191779856,-0.27481475727894067,-0.4465646169861578,-0.3759723849806708,-0.18348824164490676,1,CONFIRMED,KEPLER
-0.17480678761068782,-0.24719296717955394,-0.39915221853925353,-0.5365848821192508,-0.14034306154293802,1,CONFIRMED,KEPLER
-0.35630536503669386,-0.27288249214489707,-0.453225863048946,-0.503385650867142,-0.20588264465021436,1,CONFIRMED,KEPLER
-0.3288557299558581,-0.2634171933723359,-0.45165851103417226,-0.698094655778158,-0.1395212485886148,1,CONFIRMED,KEPLER
-0.29752090666968983,-0.26501941321950867,-0.45479321506371967,-0.698094655778158,-0.1621211048325032,1,CONFIRMED,KEPLER
-0.25720118351851745,0.5664686786802499,0.3794298947995792,-0.48364556741994225,0.36322282621861146,0,CANDIDATE,KEPLER
-0.17967254452607806,-0.2782772323793852,-0.4250135267830195,-0.075384750671038,-0.23053703327991076,0,FALSE POSITIVE,KEPLER
-0.04656656079231476,-0.13410945052529016,-0.18795153454849817,-0.37507510846034353,0.24077269602445256,1,CONFIRMED,KEPLER
-0.3201465828686176,-0.2736325950696034,-0.4422543989455301,-0.37507510846034353,-0.2085535367517648,1,CONFIRMED,KEPLER
-0.34481075870493566,-0.2736145925994105,-0.42697271680148663,-0.20279801655750915,-0.18698094670078041,1,CONFIRMED,KEPLER
-0.342215894357186,-0.2675277573997267,-0.42736455480518004,-0.46211093093208805,-0.14363031336023088,1,CONFIRMED,KEPLER
-0.275077819900743,-0.27557486157597644,-0.4587115951006539,-0.46211093093208805,-0.22355162316816343,1,CONFIRMED,KEPLER
-0.3460986227314166,-0.23744162915837136,-0.41678492870545764,-0.7456503113555029,0.05565932806314858,1,CONFIRMED,KEPLER
-0.31778572242547704,0.1231078433171486,6.508653989692918,-0.4657000370133971,0.1265406953735258,0,FALSE POSITIVE,KEPLER
-0.3284211504558997,-0.25442996019712083,-0.42814823081256687,-0.6415662349975404,-0.08939065837489873,1,CONFIRMED,KEPLER
-0.266384783128013,-0.25763239961700046,-0.43402580086796827,-0.6415662349975404,-0.1502048169948166,1,CONFIRMED,KEPLER
-0.17669161140067,-0.27386662718211185,-0.4638054891486684,-0.6415662349975404,-0.2379333498688197,1,CONFIRMED,KEPLER
-0.2993021459176043,-0.2746247312046817,1.9749942458392,0.9475104825020408,-0.11075779518730232,0,FALSE POSITIVE,KEPLER
